FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Steve Byrnes,"6' 0""",170 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/43612456979e5d5e
Michael Byrnes,"5' 11""",155 lbs.,,,"Jul 17, 1990",http://ufcstats.com/fighter-details/87f0b37f153cf497
Alvin Cacdac,"5' 6""",125 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/ce7871949b0ed2bf
Travis Calanoc,"5' 8""",145 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/90d28fee0af74f2d
Ricky Calatayud,"5' 9""",125 lbs.,,,"Oct 10, 1982",http://ufcstats.com/fighter-details/800feaa25700a85f
Darrion Caldwell,"5' 10""",135 lbs.,,,"Dec 19, 1987",http://ufcstats.com/fighter-details/b7dc25ee40ee8334
Taylor Callens,"5' 10""",155 lbs.,,,"May 21, 1991",http://ufcstats.com/fighter-details/53d471e9bf5f2fc8
Joe Camacho,"5' 9""",155 lbs.,,Orthodox,"Mar 10, 1972",http://ufcstats.com/fighter-details/dfb965c9824425db
Matheus Camilo,,155 lbs.,,,"Jan 02, 2001",http://ufcstats.com/fighter-details/72f890c5d421e705
Ricky Camp,"5' 7""",135 lbs.,,,,http://ufcstats.com/fighter-details/4a99978a0366bb29
Mike Campbell,"5' 9""",155 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/f5585e675af7afd4
Thomas Campbell,,,,,,http://ufcstats.com/fighter-details/d060014a5a039829
John Campetella,"5' 9""",235 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/31bbd46d57dfbcb7
Wagner Campos,"5' 6""",145 lbs.,,Southpaw,"Jul 31, 1981",http://ufcstats.com/fighter-details/db6d5f691aea3fd3
Derek Campos,"5' 9""",155 lbs.,,,"Apr 01, 1988",http://ufcstats.com/fighter-details/aa8dc72b3a1f761c
Asbel Cancio,"5' 10""",225 lbs.,,,,http://ufcstats.com/fighter-details/2a7afe14b3a0a058
Ronaldo Candido,"5' 6""",125 lbs.,,Southpaw,"Apr 24, 1989",http://ufcstats.com/fighter-details/23fbe02caabcd214
Jose Canseco,"6' 4""",240 lbs.,,Orthodox,"Jul 02, 1964",http://ufcstats.com/fighter-details/03da33a102d9a45f
Cody Canterbury,"5' 8""",155 lbs.,,,,http://ufcstats.com/fighter-details/23100e8f71f25a4a
Bo Cantrell,"6' 2""",235 lbs.,,Orthodox,"Feb 08, 1969",http://ufcstats.com/fighter-details/6750e338922a099d
Paul Capaldo,"5' 7""",135 lbs.,,,"Dec 27, 1996",http://ufcstats.com/fighter-details/83b8fe74224dd642
Frank Caracci,,,,,,http://ufcstats.com/fighter-details/44f9c777fed7ca03
Gina Carano,"5' 8""",145 lbs.,,Orthodox,"Apr 16, 1982",http://ufcstats.com/fighter-details/899eaba48fa864a6
Dos Caras Jr.,"6' 4""",225 lbs.,,Orthodox,"May 25, 1977",http://ufcstats.com/fighter-details/155a02a8b4311057
Remo Cardarelli,,135 lbs.,,,,http://ufcstats.com/fighter-details/e5512a6aed150d8f
Phil Cardella,"5' 11""",155 lbs.,,,"Jul 09, 1976",http://ufcstats.com/fighter-details/f6a7b02c42e9fc5b
Edgar Cardenas,,145 lbs.,,,,http://ufcstats.com/fighter-details/99a86b134dccc166
Ronald Carillo,,125 lbs.,,,,http://ufcstats.com/fighter-details/cbd022eaf2ac546a
Rafael Carino,"6' 8""",245 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/08a7080ff5904661
Don Carlo-Clauss,,170 lbs.,,,,http://ufcstats.com/fighter-details/f59a6de8a5dfe297
Tim Caron,"6' 1""",185 lbs.,,Orthodox,"Jul 24, 1987",http://ufcstats.com/fighter-details/b80ea4880f25c187
Gabriel Carrasco,"5' 6""",135 lbs.,,,,http://ufcstats.com/fighter-details/89ed44801968b8e3
Cody Carrillo,"5' 10""",155 lbs.,,,,http://ufcstats.com/fighter-details/9346efb4bbaedd08
Cain Carrizosa,"5' 8""",155 lbs.,,Orthodox,"Jul 22, 1986",http://ufcstats.com/fighter-details/064b7dc68d786254
Roger Carroll,"5' 10""",170 lbs.,,,,http://ufcstats.com/fighter-details/572a89dbe1f76761
Jonny Carson,"5' 10""",155 lbs.,,,,http://ufcstats.com/fighter-details/0d49ddc07bd8c747
Scott Carson,"6' 2""",215 lbs.,,,,http://ufcstats.com/fighter-details/1e3302f9ab6f549a
Shonie Carter,"5' 10""",170 lbs.,,Southpaw,"May 03, 1972",http://ufcstats.com/fighter-details/7b6e40a73b567072
Bruno Carvalho,"5' 8""",154 lbs.,,,"Jun 07, 1982",http://ufcstats.com/fighter-details/456c02115efc4a01
Rafael Carvalho,"6' 3""",185 lbs.,,,"Jul 27, 1986",http://ufcstats.com/fighter-details/620d8710e89cfeae
Brandon Cash,"6' 5""",255 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/3993f7dcb7caf42a
Bendy Casimir,"5' 5""",145 lbs.,,Southpaw,"Jun 10, 1980",http://ufcstats.com/fighter-details/ec7ac09293d26c05
Dwayne Cason,"5' 10""",212 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/31c01fbc2586a5eb
Joe Cason,"6' 3""",205 lbs.,,,"Jan 19, 1988",http://ufcstats.com/fighter-details/2b1c6f28039efe36
Eric Castile,"5' 8""",145 lbs.,,,,http://ufcstats.com/fighter-details/a0a69dc9914ef6e1
Gil Castillo,"5' 9""",170 lbs.,,Southpaw,"Oct 21, 1965",http://ufcstats.com/fighter-details/31ceaf0e670c1578
Raul Castillo,"5' 11""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/feeae92f951f49a9
Jenna Castillo,"5' 2""",125 lbs.,,,"May 05, 1982",http://ufcstats.com/fighter-details/e680418329c84ec4
Tim Catalfo,"5' 11""",235 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/6ca68b636fbc1f18
Luke Caudillo,"5' 7""",155 lbs.,,Orthodox,"Nov 30, 1980",http://ufcstats.com/fighter-details/68d76fd9ecf7431d
Adam Cella,"6' 2""",170 lbs.,,,"Jun 26, 1985",http://ufcstats.com/fighter-details/b27b8881d7444114
Jared Chaffee,"5' 10""",155 lbs.,,,"Dec 15, 1984",http://ufcstats.com/fighter-details/fdf59144e535bc38
Ansar Chalangov,"5' 9""",170 lbs.,,Orthodox,"Oct 30, 1979",http://ufcstats.com/fighter-details/7342fcc41a4817fa
Donnie Chappell,"5' 11""",178 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/8788beb528894f33
Joe Charles,"6' 1""",260 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5
Dan Charles,"6' 2""",228 lbs.,,,"Sep 24, 1985",http://ufcstats.com/fighter-details/32a4f1235f0dad73
Emilio Chavez,"5' 9""",145 lbs.,,,,http://ufcstats.com/fighter-details/84e8920e59ff14a7
Gabriel Checco,"6' 1""",185 lbs.,,Switch,"Apr 03, 1986",http://ufcstats.com/fighter-details/9c5f7d5c6d084b35
Albert Cheng,"5' 11""",170 lbs.,,Orthodox,"Feb 07, 1985",http://ufcstats.com/fighter-details/d8d7b24d276c8cb0
Ion Cherdivara,,205 lbs.,,,,http://ufcstats.com/fighter-details/c713a845360d604b
Sako Chivitchian,"5' 11""",155 lbs.,,Orthodox,"Mar 11, 1984",http://ufcstats.com/fighter-details/9f7787e56a6bc0f4
Mu Bae Choi,"6' 2""",230 lbs.,,Orthodox,"Jun 27, 1970",http://ufcstats.com/fighter-details/371a1c91b24dec2b
Hong Man Choi,"7' 2""",330 lbs.,,Orthodox,"Oct 30, 1980",http://ufcstats.com/fighter-details/2c104b7e59a72629
Will Chope,"6' 4""",145 lbs.,,Switch,"Sep 08, 1990",http://ufcstats.com/fighter-details/db5dc7cb80d7d418
Dan Christison,"6' 8""",265 lbs.,,Orthodox,"Apr 26, 1972",http://ufcstats.com/fighter-details/b369533a577fa97c
Anthony Christodoulou,"5' 9""",155 lbs.,,Orthodox,"Jul 30, 1987",http://ufcstats.com/fighter-details/4f11e9ce318ffbcb
Murad Chunkaiev,"5' 11""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/d4a12dfa4067742f
Steven Ciaccio,"6' 0""",170 lbs.,,,,http://ufcstats.com/fighter-details/eaebaa6801338ea1
Mike Ciesnolevicz,"6' 0""",235 lbs.,,Orthodox,"Oct 28, 1979",http://ufcstats.com/fighter-details/51b0bb73a1da34bc
Branko Cikatic,"6' 1""",215 lbs.,,Orthodox,"Oct 03, 1954",http://ufcstats.com/fighter-details/4e5bbc4566049cbf
Nikolajus Cilkinas,,,,Orthodox,,http://ufcstats.com/fighter-details/3f3550bf126a5721
Johnny Cisneros,"5' 11""",170 lbs.,,,"Feb 05, 1980",http://ufcstats.com/fighter-details/42611508ba8c3298
Laverne Clark,"5' 11""",170 lbs.,,Orthodox,"Dec 02, 1973",http://ufcstats.com/fighter-details/1c2f2571b18791b6
Logan Clark,"6' 2""",185 lbs.,,Orthodox,"Feb 16, 1985",http://ufcstats.com/fighter-details/6776260cb0aef647
Mychal Clark,"6' 3""",224 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/69108cb8b32efe04
Dominic Clark,"5' 10""",155 lbs.,,,"Aug 01, 1985",http://ufcstats.com/fighter-details/8a64b3f87ad29d1e
John Clarke,,170 lbs.,,,"Aug 15, 1977",http://ufcstats.com/fighter-details/a77c71a574132188
RJ Clifford,,160 lbs.,,,,http://ufcstats.com/fighter-details/8e32bfcff3ec1717
Josh Clopton,"5' 6""",145 lbs.,,Orthodox,"Jul 11, 1981",http://ufcstats.com/fighter-details/48e96d9cea6d4ab0
Brian Cobb,"5' 11""",155 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/3138fab619faf4d1
Darryl Cobb,"5' 9""",185 lbs.,,,"Aug 04, 1980",http://ufcstats.com/fighter-details/dc6d8256ee3dfba5
Dave Cochran,"5' 6""",155 lbs.,,,"May 10, 1973",http://ufcstats.com/fighter-details/6dbb1107de9a4a08
Dakota Cochrane,"5' 8""",155 lbs.,,,"May 01, 1986",http://ufcstats.com/fighter-details/8fa7e0bc052185ce
Marloes Coenen,"5' 9""",145 lbs.,"67""",,"Mar 31, 1981",http://ufcstats.com/fighter-details/0b77a05bcbd2de74
Marc Cofer,,185 lbs.,,,"Mar 03, 1972",http://ufcstats.com/fighter-details/e90d9d0681270953
John Cofer,"5' 9""",155 lbs.,,Southpaw,"Apr 29, 1984",http://ufcstats.com/fighter-details/8b260672a21d1fd6
Chris Coggins,,,,,,http://ufcstats.com/fighter-details/a0c29b13f7a5df32
Wayne Cole,"6' 1""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/2eab7a6c8b0ed8cc
Devin Cole,"6' 4""",240 lbs.,,Orthodox,"Oct 01, 1976",http://ufcstats.com/fighter-details/1174782eacde9b0c
Coltin Cole,,185 lbs.,,,"Apr 24, 1989",http://ufcstats.com/fighter-details/cecd72feb0d640e3
Ivan Cole,"5' 9""",135 lbs.,,,"Nov 30, 1990",http://ufcstats.com/fighter-details/987b80f57190d6d0
Cortez Coleman,"6' 1""",185 lbs.,,,"Jan 28, 1982",http://ufcstats.com/fighter-details/ffb20ae0db47ebe6
Christian Colombo,"6' 5""",265 lbs.,,Orthodox,"Jul 01, 1980",http://ufcstats.com/fighter-details/9123c54d0a2b72dd
Willian Colorado,"5' 10""",135 lbs.,"72""",,"Jun 21, 1986",http://ufcstats.com/fighter-details/dfc7f0a2d91ad337
Wes Combs,"6' 2""",205 lbs.,,Orthodox,"Jun 18, 1973",http://ufcstats.com/fighter-details/a85998eb79650b2c
Chris Condo,"6' 0""",335 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/41e77dc504a192c6
Marcos Conrado Jr.,"6' 2""",220 lbs.,,Orthodox,"Mar 14, 1982",http://ufcstats.com/fighter-details/d450769115a193c2
Jeremiah Constant,"6' 1""",240 lbs.,,Orthodox,"Jul 19, 1974",http://ufcstats.com/fighter-details/18f5669a92e99d92
Jonathan Contrestano,,155 lbs.,,,,http://ufcstats.com/fighter-details/06d4eb8123087123
Bob Cook,"5' 9""",170 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a
Mike Cook,"6' 1""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/3ab0df1ddd5f1dc2
Chad Cook,"6' 2""",205 lbs.,,,"Nov 07, 1979",http://ufcstats.com/fighter-details/e6daf9cdbf0da889
TJ Cook,,205 lbs.,,,"Sep 08, 1982",http://ufcstats.com/fighter-details/fa238ecfd048f7d8
Dewey Cooper,,205 lbs.,,,,http://ufcstats.com/fighter-details/5efaaf313b652dd7
Brett Cooper,"6' 0""",170 lbs.,,Orthodox,"Jul 02, 1987",http://ufcstats.com/fighter-details/88ffe9745e218dd8
Bill Cooper,,155 lbs.,,,"May 05, 1984",http://ufcstats.com/fighter-details/78bd6940d093fd33
Bobby Cooper,"6' 1""",155 lbs.,,,,http://ufcstats.com/fighter-details/1b51895e5572cfda
Kit Cope,"6' 0""",170 lbs.,,Orthodox,"Mar 17, 1977",http://ufcstats.com/fighter-details/ce47f49e5c386a9c
Josh Copeland,"6' 1""",265 lbs.,,Orthodox,"Oct 20, 1982",http://ufcstats.com/fighter-details/3aa794cbe1e3484b
Muhsin Corbbrey,"5' 10""",155 lbs.,,Orthodox,"May 18, 1978",http://ufcstats.com/fighter-details/1f9344211ca7fd60
Clint Coronel,,155 lbs.,,,,http://ufcstats.com/fighter-details/fe67cd6423f7a8ad
Henry Corrales,"5' 9""",145 lbs.,,,,http://ufcstats.com/fighter-details/7cb0946d51b8cde7
Wesley Correira,"6' 3""",260 lbs.,,Orthodox,"Nov 11, 1978",http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8
Chad Corvin,"6' 5""",255 lbs.,,,,http://ufcstats.com/fighter-details/1267b631db78665a
Miguel Cosio,"6' 4""",205 lbs.,,,,http://ufcstats.com/fighter-details/d150c6fbdb7687f4
Jadson Costa,"5' 7""",155 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/222d6b547de2e035
Guilherme Costa,,155 lbs.,,,,http://ufcstats.com/fighter-details/28877eddb1c0b967
JC Cottrell,"5' 9""",155 lbs.,,Orthodox,"Nov 04, 1989",http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a
JR Coughran,"5' 6""",145 lbs.,,Orthodox,"May 17, 1994",http://ufcstats.com/fighter-details/8112c9a23dccc759
Dave Courchaine,"5' 8""",170 lbs.,,,,http://ufcstats.com/fighter-details/79ab17db3b40831a
Kim Couture,"5' 8""",135 lbs.,,Orthodox,"Dec 18, 1975",http://ufcstats.com/fighter-details/84c43f0d25f15b0b
Nikk Covert,"5' 8""",185 lbs.,,,"Aug 04, 1969",http://ufcstats.com/fighter-details/400c7b43c86d27d3
Jeff Cox,"5' 10""",155 lbs.,,Orthodox,"Aug 02, 1968",http://ufcstats.com/fighter-details/c9bbf1a0285a8076
Dan Cramer,"6' 2""",170 lbs.,,Orthodox,"Oct 31, 1985",http://ufcstats.com/fighter-details/480b702debcb5433
Alberto Crane,"5' 5""",155 lbs.,,Orthodox,"Jul 14, 1976",http://ufcstats.com/fighter-details/25433871e4eee0f4
Paul Creighton,"5' 6""",155 lbs.,,Southpaw,"Jun 04, 1970",http://ufcstats.com/fighter-details/ed73c85164a5f5a4
Helena Crevar,,,,,,http://ufcstats.com/fighter-details/a8c3ce469cb8b130
Alexander Crispim,,145 lbs.,,,,http://ufcstats.com/fighter-details/15dedd05f8bcb475
Alex Crispin,,155 lbs.,,,,http://ufcstats.com/fighter-details/8944a0f9b2f0ce6d
Jeff Crotty,,155 lbs.,,,,http://ufcstats.com/fighter-details/98601a40e9d96047
Richard Crunkilton,"5' 7""",155 lbs.,,Orthodox,"Nov 25, 1979",http://ufcstats.com/fighter-details/22ee260735da0d58
Marcio Cruz,"6' 4""",232 lbs.,,Orthodox,"Apr 24, 1978",http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b
Jay Cucciniello,"5' 7""",155 lbs.,,Orthodox,"Jul 23, 1986",http://ufcstats.com/fighter-details/683ea28a198936fe
Emilio Cuellar,,125 lbs.,,,,http://ufcstats.com/fighter-details/3aeb69b4a13ff0e8
Chris Culley,,145 lbs.,,,"Mar 25, 1986",http://ufcstats.com/fighter-details/e59b13321562eed3
Abel Cullum,"5' 7""",139 lbs.,,Orthodox,"Apr 21, 1987",http://ufcstats.com/fighter-details/2f8f3c69522db931
Everett Cummings,,205 lbs.,,,,http://ufcstats.com/fighter-details/05e4be525cb3578c
Larry Cureton,"6' 2""",240 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/46f11d15c0134fe3
Pat Curran,"5' 9""",145 lbs.,,,"Aug 31, 1987",http://ufcstats.com/fighter-details/d8291d0dd63da29c
Gleidson Cutis,"5' 9""",155 lbs.,,Orthodox,"Feb 07, 1989",http://ufcstats.com/fighter-details/44a94bbde42246e4
Sarah D'alelio,"5' 7""",145 lbs.,,,"Dec 13, 1980",http://ufcstats.com/fighter-details/ac45450f75d14f16
Marcos da Matta,"5' 4""",145 lbs.,,,"Mar 18, 1973",http://ufcstats.com/fighter-details/3b6d84343579fd33
Henrique Da Silva Lopes,"6' 3""",240 lbs.,,,"Mar 08, 1985",http://ufcstats.com/fighter-details/1f8cd7634e8286ff
Dave Dalgliesh,"6' 2""",205 lbs.,,Orthodox,"Apr 05, 1978",http://ufcstats.com/fighter-details/ddbd0d6259ce57cc
Richard Dalton,"6' 1""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/6cd3dfc54f01287f
Marko Damiani,"6' 0""",170 lbs.,,,,http://ufcstats.com/fighter-details/6e9b5c74c0860deb
Carina Damm,"5' 4""",135 lbs.,,,,http://ufcstats.com/fighter-details/033343da4c0cff8a
Cindy Dandois,"5' 7""",135 lbs.,,Orthodox,"Oct 26, 1984",http://ufcstats.com/fighter-details/9eef6584fab21fbb
Raymond Daniels,"6' 2""",185 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/fccb0fee256b7b4d
Marques Daniels,,155 lbs.,,,,http://ufcstats.com/fighter-details/55a80a9365bc107d
Anvarbek Daniyalbekov,,185 lbs.,,,"May 27, 1995",http://ufcstats.com/fighter-details/859e0dafd04fe1ca
Alexandre Dantas,"6' 2""",238 lbs.,,Orthodox,"Mar 01, 1979",http://ufcstats.com/fighter-details/8dc46e9a7895ce1a
Eduardo Dantas,"5' 10""",135 lbs.,,,"Feb 03, 1989",http://ufcstats.com/fighter-details/676a2e5ec4d7338c
Sean Daugherty,"6' 0""",175 lbs.,,,"Dec 04, 1975",http://ufcstats.com/fighter-details/a683f9ddb70aa4bd
Brian Davidson,"5' 6""",145 lbs.,,,,http://ufcstats.com/fighter-details/42775dc893603154
Rick Davis,"5' 9""",155 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/2549d63da9c456cb
Lemont Davis,"5' 8""",170 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
Mike Davis,,,,,,http://ufcstats.com/fighter-details/c8661e204c66f325
Justin Davis,"5' 11""",205 lbs.,,,"Apr 01, 1983",http://ufcstats.com/fighter-details/20697b334f6c0a45
Danny Davis,"6' 2""",170 lbs.,,,"Jul 28, 1982",http://ufcstats.com/fighter-details/570d40f993171b19
Angel De Anda,"5' 9""",225 lbs.,,Orthodox,"May 28, 1985",http://ufcstats.com/fighter-details/4b450aa602611baa
Rodrigo de Lima,"5' 7""",155 lbs.,,Orthodox,"Mar 12, 1991",http://ufcstats.com/fighter-details/a4dc47001f202bcd
Edilberto de Oliveira,"6' 0""",170 lbs.,,Orthodox,"Nov 22, 1982",http://ufcstats.com/fighter-details/afdb76fbd86f6d11
Johil de Oliveira,"5' 6""",170 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/f9aa6376ae16bfb4
Jorge de Oliveira,"5' 8""",155 lbs.,,Orthodox,"Jan 22, 1980",http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
Crezio de Souza,,170 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/3746e21bb508391a
Tom DeBlass,"6' 0""",185 lbs.,,Orthodox,"May 14, 1982",http://ufcstats.com/fighter-details/0bcfe2513cb3bc39
Issac DeJesus,,145 lbs.,,,,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2
RafaelDel Real,"5' 11""",225 lbs.,,,,http://ufcstats.com/fighter-details/e82b2adcaeff71ec
Shane del Rosario,"6' 4""",250 lbs.,,Southpaw,"Sep 23, 1983",http://ufcstats.com/fighter-details/85980f5da429c0a6
Humberto DeLeon,,135 lbs.,,,"Nov 12, 1989",http://ufcstats.com/fighter-details/bfaf4c87936b4fae
Israel Delgado,"5' 10""",155 lbs.,,,,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5
Ante Delija,"6' 4""",245 lbs.,,Orthodox,"Aug 07, 1990",http://ufcstats.com/fighter-details/7d8435c56043b0ae
Jason DeLucia,"5' 11""",190 lbs.,,Southpaw,"Jul 24, 1969",http://ufcstats.com/fighter-details/6ceff86fae4f6b3b
Justin DeMoney,,170 lbs.,,,"Jul 01, 1985",http://ufcstats.com/fighter-details/985bca5a097fb3f4
Nick Denis,"5' 7""",135 lbs.,,Orthodox,"Oct 11, 1983",http://ufcstats.com/fighter-details/e4aaaa34535e32b6
Thomas Denny,"5' 10""",170 lbs.,,Orthodox,"Apr 19, 1971",http://ufcstats.com/fighter-details/a11a6ee8eeb03c18
Robert Densley,"5' 9""",155 lbs.,,,,http://ufcstats.com/fighter-details/b72f3cafa6376e35
Booker DeRousse,"6' 2""",205 lbs.,,,"Mar 23, 1981",http://ufcstats.com/fighter-details/f2c91b67f71bbeab
Cory Devela,"5' 0""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/48544433372ecfa6
John Devine,,,,,,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8
Edwin DeWees,"6' 1""",185 lbs.,,Orthodox,"Aug 07, 1982",http://ufcstats.com/fighter-details/75bbd2206a15319f
Thomas Diagne,"6' 1""",154 lbs.,,,"Sep 03, 1983",http://ufcstats.com/fighter-details/8567466ae167216b
Eldo Xavier Dias,"5' 11""",180 lbs.,,,"Jul 16, 1964",http://ufcstats.com/fighter-details/ee5df903f80c6816
Rafael Dias,"5' 9""",145 lbs.,,Orthodox,"Oct 20, 1979",http://ufcstats.com/fighter-details/b5abaa65f87938eb
Michael Diaz,,260 lbs.,,,,http://ufcstats.com/fighter-details/5e7a48e469770615
Ryan Diaz,,145 lbs.,,,,http://ufcstats.com/fighter-details/ceee5dd37253199a
Adrian Diaz,"5' 10""",145 lbs.,,Southpaw,"Apr 26, 1988",http://ufcstats.com/fighter-details/bfa8f263815cfa2e
Mark Dickman,"5' 9""",145 lbs.,,,"Jul 19, 1984",http://ufcstats.com/fighter-details/2482ef3331a82e75
Josh Diekmann,"5' 4""",246 lbs.,,,"Oct 09, 1976",http://ufcstats.com/fighter-details/414bddf0c80c41e1
Kyle Dietz,"5' 8""",135 lbs.,,Orthodox,"Apr 29, 1986",http://ufcstats.com/fighter-details/31da66df48c0c1a0
Ralph Dillon,"6' 2""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3
Drew Dimanlig,,185 lbs.,,,,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b
Rodolfo Marques Diniz,"5' 6""",135 lbs.,,,"Jan 23, 1984",http://ufcstats.com/fighter-details/2d2239d0f6fa83dd
Helio Dipp,"6' 5""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/73eb2a552c92a821
Rico DiSciullo,"5' 8""",135 lbs.,,Orthodox,"Oct 12, 1986",http://ufcstats.com/fighter-details/ec7f7263bf36579b
John Dixson,"6' 0""",275 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d
Anthony Do,"5' 4""",125 lbs.,,,,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78
David Dodd,"6' 2""",200 lbs.,,Orthodox,"Sep 22, 1973",http://ufcstats.com/fighter-details/c2a7623f398d9bd7
Mike Dolce,"5' 11""",185 lbs.,,,"Apr 15, 1976",http://ufcstats.com/fighter-details/29b5791e51e7e832
Cameron Dollar,"5' 11""",155 lbs.,,Orthodox,"May 12, 1987",http://ufcstats.com/fighter-details/3bbcd63a016d9715
Dennis Dombrow,,145 lbs.,,,"Mar 17, 1986",http://ufcstats.com/fighter-details/4145caa2c999fbac
OJ Dominguez,,,,,,http://ufcstats.com/fighter-details/1a50e734bb54861a
John Donaldson,"5' 8""",145 lbs.,,,"Jul 09, 1992",http://ufcstats.com/fighter-details/1c610f900f9884ab
Houston Dorr,"6' 1""",210 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/312f47c3d2f83ffa
Geronimo dos Santos,"6' 3""",264 lbs.,,Orthodox,"Aug 17, 1980",http://ufcstats.com/fighter-details/b51f6791c794e289
Antonio Dos Santos,"5' 10""",185 lbs.,,Orthodox,"Jul 21, 1988",http://ufcstats.com/fighter-details/81b8b3fb019dc69d
Oleksandr Doskalchuk,"5' 6""",125 lbs.,,Southpaw,"Mar 13, 1990",http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0
David Douglas,"5' 11""",155 lbs.,,,"Aug 16, 1981",http://ufcstats.com/fighter-details/7cf0944b88966118
Damion Douglas,,170 lbs.,,,,http://ufcstats.com/fighter-details/ce3b669e39418414
Cedric Doumbe,"5' 10""",170 lbs.,,,"Aug 13, 1992",http://ufcstats.com/fighter-details/5159e6ee100c717e
John Dowdy,,,,,,http://ufcstats.com/fighter-details/e780ccc79a209985
Jordan Dowdy,,170 lbs.,,,,http://ufcstats.com/fighter-details/0d9312337fdce39a
Derek Downey,"6' 1""",185 lbs.,,Orthodox,"Apr 27, 1980",http://ufcstats.com/fighter-details/b05086131c6f5dc5
John Doyle,"5' 11""",205 lbs.,,Orthodox,"Nov 21, 1976",http://ufcstats.com/fighter-details/0509b954421bb327
Edson Drago,"6' 4""",220 lbs.,,Orthodox,"Aug 29, 1977",http://ufcstats.com/fighter-details/f9c7fe2682af3802
Chris Drumm,"5' 8""",145 lbs.,,,,http://ufcstats.com/fighter-details/5fd834edd92c9e50
Robert Drysdale,"6' 3""",205 lbs.,,Orthodox,"Oct 05, 1981",http://ufcstats.com/fighter-details/d2a9be6bf2de624c
Hugo Duarte,"6' 0""",240 lbs.,,Orthodox,"Aug 09, 1968",http://ufcstats.com/fighter-details/706404da0775dcbc
Antonio Duarte,"5' 7""",135 lbs.,,,,http://ufcstats.com/fighter-details/29b5d32584e02d8d
Joe Duarte,,155 lbs.,,,"Jan 25, 1977",http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
Milana Dudieva,"5' 3""",135 lbs.,,Orthodox,"Aug 04, 1989",http://ufcstats.com/fighter-details/072a10e85f7d4bff
Adin Duenas,"5' 6""",145 lbs.,,,"Jul 02, 1988",http://ufcstats.com/fighter-details/cb6c45b26b0a877a
Alexis Dufresne,"5' 9""",135 lbs.,,Orthodox,"Aug 31, 1990",http://ufcstats.com/fighter-details/4ae4049426e0161d
Kelly Dullanty,"5' 8""",155 lbs.,,Orthodox,"Nov 04, 1977",http://ufcstats.com/fighter-details/1a225f04aa6e0739
